state,district,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,Enrol_Total,Update_Total,Grand_Total,UER_Score,Adult_Entry_Rate,Catch_Up_Index,CV_Volatility,Region,R21_Child_Bio_Intensity,R22_Adult_Bio_Intensity,R23_Adult_Workload_Share,R24_Infant_Enrol_Share,System_Phase,Cluster_ID
Madhya Pradesh,Shivpuri,7127.0,4867.0,747.0,7316.0,61614.0,90683.0,75889.0,12741.0,235502.0,248243.0,18.482341861560194,0.058625019620153825,0.6828002244668911,1.641464576582798,Central,12.393467268006013,1.2316643674429928,0.5539048432382786,0.028709772279580895,Mature (Adult Maint.),0
Madhya Pradesh,Sidhi,5606.0,671.0,15.0,5976.0,48117.0,77260.0,43947.0,6292.0,175300.0,181592.0,27.856348323534085,0.002383600826314953,0.11967183877296236,0.8939792870574694,Central,12.926217165802242,0.9133172617315766,0.5069826864619587,0.030871404026609102,Mature (Adult Maint.),0
Madhya Pradesh,Singrauli,5669.0,859.0,22.0,8741.0,47963.0,76133.0,32297.0,6550.0,165134.0,171684.0,25.20744924439017,0.003358265913600977,0.15149911816578485,0.9014415893997372,Central,8.70887668725692,0.6733591860562088,0.4674867780340626,0.03301996691596188,Mixed/School Phase,0
Madhya Pradesh,Tikamgarh,5674.0,1539.0,29.0,8041.0,43127.0,89448.0,71168.0,7242.0,211784.0,219026.0,29.239817755073865,0.004003865801463482,0.27118942731277534,0.8480203623257937,Central,11.122606316836608,1.6501576701910592,0.5218330243897985,0.02590560024837234,Mature (Adult Maint.),0
Madhya Pradesh,Ujjain,12450.0,1763.0,95.0,10268.0,66440.0,86924.0,63027.0,14308.0,226659.0,240967.0,15.840310294220421,0.006639178139632399,0.14159505260621638,0.8851624242288247,Central,8.464699581263998,0.9486160653813157,0.5372810384824478,0.051666825747923986,Mature (Adult Maint.),0
Madhya Pradesh,Umaria,4360.0,906.0,34.0,3692.0,25933.0,19901.0,19360.0,5300.0,68886.0,74186.0,12.99490662139219,0.006413884172797585,0.20775051593671176,0.9179740746284804,Central,5.388843758461955,0.7465103724839979,0.6105329846601785,0.05877119672175343,Mature (Adult Maint.),0
Madhya Pradesh,Vidisha,7998.0,2206.0,170.0,8962.0,40335.0,67687.0,57203.0,10374.0,174187.0,184561.0,16.78910843373494,0.0163855421686747,0.2757844730591324,2.526676049471464,Central,7.551824166015843,1.4181624355414517,0.5284865166530307,0.04333526584706411,Mature (Adult Maint.),1
Madhya Pradesh,West Nimar,618.0,136.0,6.0,210.0,1849.0,2548.0,7270.0,760.0,11877.0,12637.0,15.607095926412615,0.00788436268068331,0.2197092084006462,1.0668258433702114,Central,12.075829383886257,3.9297297297297296,0.721611141884941,0.04890401202817124,Mature (Adult Maint.),0
Maharashtra,Ahilyanagar,9840.0,2560.0,157.0,8714.0,226966.0,165848.0,203569.0,12557.0,605097.0,617654.0,48.18418537983755,0.012501990762860328,0.2601361650238797,1.6247515317448007,West,19.03017785427424,0.8969101234981297,0.6970488331654939,0.01593124953452904,Mature (Adult Maint.),0
Maharashtra,Akola,3966.0,693.0,49.0,2889.0,59193.0,53986.0,131099.0,4708.0,247167.0,251875.0,52.48821405818645,0.010405606285835634,0.17469120241996472,2.4685743577104,West,18.680276816609,2.2147346014798797,0.7555017369727047,0.01574590570719603,Mature (Adult Maint.),1
Maharashtra,Amravati,5783.0,1025.0,107.0,5974.0,90217.0,103569.0,234714.0,6915.0,434474.0,441389.0,62.82157316367843,0.015471370734528629,0.17721300138312587,1.4787299069711757,West,17.333723849372387,2.6016316034494227,0.7361556359583044,0.013101821749069415,Mature (Adult Maint.),0
Maharashtra,Aurangabad,12785.0,5239.0,379.0,9690.0,160177.0,111165.0,205075.0,18403.0,486107.0,504510.0,26.41311671375788,0.020593349271897415,0.4097450336305334,2.648771718261746,West,11.470952430089774,1.2802944224550188,0.7239737567144358,0.025341420388099344,Mature (Adult Maint.),1
Maharashtra,Beed,7893.0,2590.0,270.0,9049.0,174020.0,114597.0,150790.0,10753.0,448456.0,459209.0,41.70132043890646,0.02510693695369165,0.32809728908031416,1.970024960487524,West,12.662651933701657,0.8665046172588365,0.7073249870973783,0.017188251972413433,Mature (Adult Maint.),0
Maharashtra,Bhandara,1842.0,55.0,6.0,1658.0,36236.0,31856.0,70348.0,1903.0,140098.0,142001.0,73.58088235294117,0.0031512605042016808,0.02984264785675529,1.3068615885439008,West,19.20192887281495,1.941330684107404,0.7505862634770177,0.01297173963563637,Mature (Adult Maint.),0
Maharashtra,Buldhana,6812.0,1205.0,142.0,4522.0,132591.0,87702.0,167536.0,8159.0,392351.0,400510.0,48.082230392156866,0.017401960784313726,0.1768677528254807,1.6317670918814882,West,19.39022772496131,1.263545311934355,0.7493620633692043,0.017008314399141095,Mature (Adult Maint.),0
Maharashtra,Chandrapur,4014.0,375.0,86.0,3249.0,108822.0,65688.0,147946.0,4475.0,325705.0,330180.0,72.76697944593387,0.019213583556747096,0.09339975093399751,2.0815951727119244,West,20.211692307692307,1.3595103976181506,0.7776606699376097,0.012157005269852807,Mature (Adult Maint.),0
Maharashtra,Chatrapati Sambhaji Nagar,114.0,81.0,16.0,770.0,6870.0,413.0,1791.0,211.0,9844.0,10055.0,46.43396226415094,0.07547169811320754,0.7043478260869566,0.974166310236604,West,0.5356679636835279,0.2606607480716053,0.861362506215813,0.011337642963699652,Mature (Adult Maint.),0
Maharashtra,Dharashiv,3392.0,741.0,37.0,3254.0,108767.0,62809.0,92889.0,4170.0,267719.0,271889.0,64.18580676096859,0.008870774394629586,0.21839080459770116,1.3412903491646404,West,19.29615975422427,0.8540103706972639,0.7416850258745297,0.012475679413289982,Mature (Adult Maint.),0
Maharashtra,Dhule,7244.0,4842.0,519.0,3645.0,58263.0,72244.0,125610.0,12605.0,259762.0,272367.0,20.606219260669523,0.04117087101380295,0.6683229813664596,2.203334027345848,West,19.814591332967638,2.155876699162433,0.6750927975856106,0.026596467266592504,Mature (Adult Maint.),1
Maharashtra,Gadchiroli,2084.0,268.0,22.0,2371.0,50327.0,38590.0,102075.0,2374.0,193363.0,195737.0,81.416,0.009263157894736843,0.12853717026378897,1.0748895624704935,West,16.268971332209105,2.0281950405340963,0.7786059866044743,0.010646939515778825,Mature (Adult Maint.),0
Maharashtra,Gondia,2858.0,112.0,6.0,3509.0,63092.0,35541.0,63246.0,2976.0,165388.0,168364.0,55.55525697010413,0.002015451797111186,0.039174536551241694,1.2570406133894725,West,10.125641025641025,1.00242499167895,0.75038606828063,0.016975125323703405,Mature (Adult Maint.),0
Maharashtra,Hingoli,6360.0,1457.0,373.0,2729.0,93825.0,45691.0,71382.0,8190.0,213627.0,221817.0,26.080698327432547,0.04553778537419118,0.22905203584342085,3.920029817154605,West,16.736630036630036,0.7607912518917997,0.7447896238791436,0.028672283909709356,Mature (Adult Maint.),1
Maharashtra,Jalgaon,10454.0,2579.0,227.0,7782.0,143294.0,148853.0,268531.0,13260.0,568460.0,581720.0,42.867053766684265,0.017117864414448382,0.24667623146819703,1.3574508707562047,West,19.12540151612489,1.8739732719215605,0.7079436842467166,0.017970845080107267,Mature (Adult Maint.),0
Maharashtra,Jalna,4627.0,944.0,19.0,4102.0,75438.0,71820.0,120872.0,5590.0,272232.0,277822.0,48.691110713646935,0.0033983187265247718,0.20397579948141745,0.8418154151227808,West,17.504265171825494,1.6022481740213947,0.7066035087214115,0.016654548595863537,Mature (Adult Maint.),0
Maharashtra,Kolhapur,6423.0,985.0,72.0,5819.0,124115.0,118410.0,152674.0,7480.0,401018.0,408498.0,53.60486565967117,0.00962438176714343,0.15333125778331258,0.8046359194649537,West,20.34536082474227,1.2300912050017725,0.6775773687998472,0.015723455194395077,Mature (Adult Maint.),0
Maharashtra,Latur,5828.0,1631.0,148.0,5957.0,119670.0,74375.0,172366.0,7607.0,372368.0,379975.0,48.944269190325976,0.019453207150368034,0.27980785726539714,1.4865154839507089,West,12.483215844243034,1.4403322442362811,0.7685663530495427,0.01533785117441937,Mature (Adult Maint.),0
Maharashtra,Mumbai,10594.0,3881.0,77.0,7094.0,128389.0,119615.0,284744.0,14552.0,539842.0,554394.0,37.09489452346595,0.005291005291005291,0.36630486078338836,0.959447170978724,West,16.859055673009163,2.217805125009736,0.7451974588469572,0.019109153417966283,Mature (Adult Maint.),0
Maharashtra,Mumbai City,2314.0,449.0,166.0,4950.0,46925.0,28377.0,19194.0,2929.0,99446.0,102375.0,33.94061433447099,0.05665529010238908,0.1939524838012959,0.7835086845113972,West,5.731569379923248,0.4090269786472318,0.6458510378510378,0.022603174603174604,Mature (Adult Maint.),0
Maharashtra,Mumbai Suburban,12820.0,5025.0,790.0,19920.0,176698.0,99827.0,79290.0,18635.0,375735.0,394370.0,20.16178364455892,0.04239107104528869,0.3919351064659543,3.922304086969631,West,5.011144018874554,0.4487291948454717,0.6491061693333672,0.032507543677257396,Mature (Adult Maint.),1
Maharashtra,Nagpur,10093.0,1502.0,233.0,13044.0,145858.0,112851.0,238072.0,11828.0,509825.0,521653.0,43.09958576380083,0.01969735396060529,0.14880126808004757,1.3779778215147744,West,8.650900728248372,1.6322064459512269,0.735987332575486,0.019348110717277576,Mature (Adult Maint.),0
Maharashtra,Nanded,9164.0,2447.0,336.0,7187.0,229602.0,124730.0,217810.0,11947.0,579329.0,591276.0,48.487529293605625,0.028121861399397388,0.2669939989088925,1.7685256648621293,West,17.35253199777407,0.9486374306955919,0.7566889236160439,0.01549868420162496,Mature (Adult Maint.),0
Maharashtra,Nandurbar,7755.0,2663.0,238.0,2966.0,38678.0,67162.0,134230.0,10656.0,243036.0,253692.0,22.80529229614338,0.02233273904475931,0.34334708612686954,3.29675601747646,West,22.636332996292552,3.4703585925179037,0.6815666240953597,0.030568563454898064,Mature (Adult Maint.),1
Maharashtra,Nashik,16262.0,5802.0,304.0,14785.0,231315.0,213100.0,363506.0,22368.0,822706.0,845074.0,36.77884572399303,0.01359023648799678,0.3567607452499539,2.69092525415688,West,14.412281888272691,1.5714693319960573,0.7038685369565268,0.019243285203425973,Mature (Adult Maint.),1
Maharashtra,Palghar,7343.0,3191.0,165.0,9003.0,113104.0,91196.0,66756.0,10699.0,280059.0,290758.0,26.17373831775701,0.01542056074766355,0.4345043572984749,1.8479233647187312,West,10.128387383385162,0.5902126342778834,0.6185900301969335,0.025254679148983,Mature (Adult Maint.),0
Maharashtra,Parbhani,5062.0,1011.0,199.0,4432.0,112397.0,77890.0,106136.0,6272.0,300855.0,307127.0,47.96030607364897,0.031723258409054676,0.19968398182895516,1.0404248878340854,West,17.570494022106924,0.9442872648979519,0.7115395259941327,0.016481781152422288,Mature (Adult Maint.),0
Maharashtra,Pune,24088.0,6536.0,1139.0,32644.0,405834.0,283480.0,322282.0,31763.0,1044240.0,1076003.0,32.87495277672837,0.035858204256390885,0.27132716177508404,2.159543665257158,West,8.683718793077041,0.7941207633644215,0.676685845671434,0.022386554684327088,Mature (Adult Maint.),1
Maharashtra,Raigad,7071.0,1574.0,106.0,7641.0,121440.0,78629.0,92559.0,8751.0,300269.0,309020.0,34.30861517367459,0.012111517367458866,0.2225678733031674,1.9273060218328963,West,10.289060455378173,0.7621725776302896,0.6925085754967316,0.02288201410911915,Mature (Adult Maint.),0
Maharashtra,Ratnagiri,2352.0,219.0,32.0,2652.0,50357.0,56842.0,82347.0,2603.0,192198.0,194801.0,73.80875576036867,0.01228878648233487,0.09307267318317042,0.90380753669684,West,21.42555597436864,1.635231740736328,0.681228535787804,0.012073859990451795,Mature (Adult Maint.),0
Maharashtra,Sangli,5697.0,1802.0,133.0,3462.0,86422.0,94241.0,128772.0,7632.0,312897.0,320529.0,40.9926634350845,0.01742434167430892,0.31625131625131625,2.928083952149356,West,27.213687554143807,1.4900200178193306,0.6713713891722746,0.017773742781464392,Mature (Adult Maint.),1
Maharashtra,Satara,5148.0,717.0,156.0,3951.0,94272.0,103754.0,105815.0,6021.0,307792.0,313813.0,51.11125871803387,0.02590501494520093,0.13925033987181978,1.592055734697045,West,26.25354251012146,1.1224316612391672,0.6375994621000405,0.016404674121212316,Mature (Adult Maint.),0
Maharashtra,Sindhudurg,1121.0,59.0,22.0,1069.0,26823.0,21284.0,27093.0,1202.0,76269.0,77471.0,63.399002493765586,0.01828761429758936,0.05258467023172905,1.3514848115611824,West,19.89158878504673,1.010028332836266,0.695950742858618,0.014469930683739722,Mature (Adult Maint.),0
Maharashtra,Solapur,9537.0,2495.0,260.0,7735.0,257811.0,154623.0,179884.0,12292.0,600053.0,612345.0,48.81257626291385,0.021150248108679735,0.26158523799538685,0.9608900101888178,West,19.987461220268873,0.6977332319674802,0.7147849659913937,0.01557455356049286,Mature (Adult Maint.),0
Maharashtra,Thane,29092.0,13629.0,967.0,36090.0,411164.0,202896.0,368377.0,43688.0,1018527.0,1062215.0,23.313122296230173,0.022133717869486598,0.4684632042071976,2.4506361374743,West,5.621789365769859,0.8959347220702151,0.7338825002471251,0.027388052324623546,Mature (Adult Maint.),1
Maharashtra,Wardha,1859.0,89.0,5.0,2320.0,28022.0,41487.0,84972.0,1953.0,156801.0,158754.0,80.24616171954965,0.00255885363357216,0.0478494623655914,1.1175783808977806,West,17.87462300732443,3.032223530671234,0.7117552943547879,0.01170994116683674,Mature (Adult Maint.),0
Maharashtra,Washim,3069.0,304.0,45.0,1590.0,53279.0,44971.0,94488.0,3418.0,194328.0,197746.0,56.83767183386955,0.013161743199766013,0.09902280130293159,2.008113623578918,West,28.265870521684477,1.7734234234234234,0.7472565816754827,0.015519909378697926,Mature (Adult Maint.),0
Maharashtra,Yavatmal,6054.0,1339.0,201.0,5104.0,191008.0,92600.0,234587.0,7594.0,523299.0,530893.0,68.90046082949308,0.026464779460171166,0.22113955408753097,2.631749894769608,West,18.139079333986288,1.2281463177127778,0.801658714656249,0.01140342780937025,Mature (Adult Maint.),1
Manipur,Bishnupur,516.0,559.0,42.0,5183.0,36872.0,19678.0,10631.0,1117.0,72364.0,73481.0,64.7262969588551,0.03756708407871199,1.081237911025145,1.327980355242382,North East,3.7959104938271606,0.28831394245111597,0.6464664334998163,0.007022223431907568,Mature (Adult Maint.),0
Manipur,Chandel,244.0,510.0,5.0,1247.0,7742.0,4719.0,3964.0,759.0,17672.0,18431.0,23.25263157894737,0.006578947368421052,2.0816326530612246,1.140113201043855,North East,3.78125,0.5119462740539843,0.635125603602626,0.013238565460365689,Mature (Adult Maint.),0
Manipur,Churachandpur,1256.0,3274.0,108.0,2734.0,16539.0,11461.0,7351.0,4638.0,38085.0,42723.0,8.209743479198103,0.02328087949989222,2.6046141607000797,3.791064854754469,North East,4.1904936014625225,0.4444377267230955,0.5591835779322614,0.029398684549305994,Mature (Adult Maint.),1
Manipur,Imphal East,559.0,564.0,9.0,7534.0,48486.0,36938.0,22336.0,1132.0,115294.0,116426.0,101.75992939099736,0.00794351279788173,1.0071428571428571,0.8421077181284792,North East,4.902189781021898,0.46065955823210347,0.6083005514232216,0.004801333035576246,Mature (Adult Maint.),0
Manipur,Imphal West,645.0,559.0,32.0,7316.0,52034.0,36009.0,25302.0,1236.0,120661.0,121897.0,97.54324979789814,0.025869037995149554,0.8653250773993808,0.916499777566045,North East,4.921279212792128,0.4862496396656097,0.6344372708106024,0.005291352535337211,Mature (Adult Maint.),0
Manipur,Jiribam,53.0,91.0,1.0,305.0,1692.0,452.0,1514.0,145.0,3963.0,4108.0,27.143835616438356,0.00684931506849315,1.6851851851851851,1.0147933978394252,North East,1.477124183006536,0.8942705256940343,0.7804284323271665,0.012901655306718598,Mature (Adult Maint.),0
Manipur,Kakching,39.0,69.0,1.0,600.0,2725.0,1363.0,684.0,109.0,5372.0,5481.0,48.836363636363636,0.00909090909090909,1.725,0.8058988971080501,North East,2.2678868552412648,0.2509170946441673,0.6219667943805874,0.0071154898741105635,Mature (Adult Maint.),0
Manipur,Kangpokpi,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,,North East,0.0,0.0,0.3333333333333333,0.0,Mixed/School Phase,0
Manipur,Pherzawl,1.0,10.0,0.0,14.0,162.0,2.0,0.0,11.0,178.0,189.0,14.833333333333334,0.0,5.0,0.5832118435198043,North East,0.13333333333333333,0.0,0.8571428571428571,0.005291005291005291,Mature (Adult Maint.),0
Manipur,Senapati,764.0,721.0,16.0,4776.0,20734.0,12619.0,9977.0,1501.0,48106.0,49607.0,32.02796271637816,0.010652463382157125,0.9424836601307189,0.7353027675258272,North East,2.6416160770357964,0.48116710875331564,0.6190860160864394,0.015401052270848873,Mature (Adult Maint.),0
Manipur,Tamenglong,297.0,634.0,29.0,2211.0,8220.0,4067.0,3787.0,960.0,18285.0,19245.0,19.027055150884497,0.030176899063475548,2.12751677852349,0.7334973701787765,North East,1.8386075949367089,0.46064955601508334,0.6239023122889062,0.015432579890880748,Mature (Adult Maint.),0
Manipur,Thoubal,423.0,638.0,6.0,7639.0,51605.0,32794.0,23249.0,1067.0,115287.0,116354.0,107.94662921348315,0.0056179775280898875,1.5047169811320755,0.923086316503438,North East,4.292408376963351,0.4505096306631012,0.6433298382522302,0.0036354573113085925,Mature (Adult Maint.),0
Manipur,Ukhrul,343.0,424.0,14.0,1903.0,13273.0,6363.0,7327.0,781.0,28866.0,29647.0,36.91304347826087,0.017902813299232736,1.2325581395348837,0.8032542643207481,North East,3.3419117647058822,0.5519813168600272,0.6948426484973185,0.011569467399736905,Mature (Adult Maint.),0
Meghalaya,East Garo Hills,1012.0,3366.0,1674.0,251.0,6094.0,975.0,1749.0,6052.0,9069.0,15121.0,1.4982653229803404,0.27655707913431354,3.3228035538005924,3.3673324374832685,North East,3.869047619047619,0.28695652173913044,0.5186826268103961,0.06692679055618014,Mature (Adult Maint.),2
Meghalaya,East Jaintia Hills,983.0,2354.0,1796.0,445.0,2949.0,2042.0,740.0,5133.0,6176.0,11309.0,1.2029606544604596,0.349824698091157,2.3922764227642275,3.7439641772146928,North East,4.57847533632287,0.25084745762711863,0.3262003713856221,0.086921920594217,Mixed/School Phase,2
Meghalaya,East Khasi Hills,4258.0,14606.0,9948.0,1876.0,14484.0,8982.0,12022.0,28812.0,37364.0,66176.0,1.2967757609412418,0.3452608197688543,3.4294435313453864,4.034626006861776,North East,4.78529568460309,0.829962029685882,0.4005379593810445,0.06434356866537717,Mixed/School Phase,2
Meghalaya,Eastern West Khasi Hills,3.0,226.0,589.0,49.0,257.0,2.0,6.0,818.0,314.0,1132.0,0.3833943833943834,0.7191697191697192,56.5,0.6604845424649478,North East,0.04,0.023255813953488372,0.23233215547703182,0.00265017667844523,Mixed/School Phase,3
Meghalaya,North Garo Hills,457.0,1854.0,758.0,182.0,3650.0,816.0,427.0,3069.0,5075.0,8144.0,1.6530944625407167,0.2469055374592834,4.048034934497816,4.597544726123265,North East,4.459016393442623,0.11695425910709395,0.5006139489194499,0.05611493123772102,Mature (Adult Maint.),2
Meghalaya,Ri Bhoi,1338.0,4598.0,3372.0,866.0,7350.0,2847.0,1677.0,9308.0,12740.0,22048.0,1.3685680524223869,0.3622300999033194,3.4339058999253176,3.902703730348461,North East,3.283737024221453,0.2281322269079037,0.40942489114658925,0.06068577648766328,Mixed/School Phase,2
Meghalaya,South Garo Hills,568.0,2427.0,1446.0,250.0,3754.0,584.0,701.0,4441.0,5289.0,9730.0,1.1906798739306619,0.3255290409725349,4.265377855887522,3.074303335523815,North East,2.3266932270916336,0.1866844207723036,0.4578622816032888,0.058376156217882835,Mixed/School Phase,2
Meghalaya,South West Garo Hills,2417.0,1656.0,883.0,493.0,6689.0,2485.0,2430.0,4956.0,12097.0,17053.0,2.4403873310470043,0.17813193463788582,0.684863523573201,3.650682013976159,North East,5.030364372469635,0.3632286995515695,0.5347446197150062,0.1417345921538732,Mature (Adult Maint.),2
Meghalaya,South West Khasi Hills,789.0,1543.0,1114.0,643.0,4097.0,1894.0,1538.0,3446.0,8172.0,11618.0,2.370757180156658,0.323179576443284,1.9531645569620253,3.621751420685119,North East,2.940993788819876,0.3753050268423621,0.48502323980030987,0.06791186090549148,Mixed/School Phase,2
Meghalaya,West Garo Hills,4545.0,6790.0,4540.0,1141.0,13829.0,8275.0,25195.0,15875.0,48440.0,64315.0,3.051146384479718,0.2859662383471907,1.493620765508139,3.724915786742983,North East,7.246059544658494,1.82176428054953,0.6067635854777268,0.07066780688797325,Mature (Adult Maint.),2
Meghalaya,West Jaintia Hills,2386.0,5636.0,3798.0,899.0,6586.0,4303.0,1882.0,11820.0,13670.0,25490.0,1.1564165468234497,0.32129261483800015,2.3611227482195223,1.7700128409334206,North East,4.7811111111111115,0.2857142857142857,0.3322087092977638,0.09360533542565712,Mixed/School Phase,2
Meghalaya,West Khasi Hills,2410.0,8178.0,5310.0,1331.0,9213.0,3326.0,2728.0,15898.0,16598.0,32496.0,1.0439650292471225,0.3339832693880118,3.391953546246371,4.021736086416269,North East,2.496996996996997,0.29607119600607773,0.36746061053668144,0.07416297390448055,Mixed/School Phase,2
Mizoram,Aizawl,762.0,236.0,61.0,1533.0,11359.0,26633.0,11044.0,1059.0,50569.0,51628.0,47.7066037735849,0.057547169811320756,0.30930537352555704,1.0291217187713977,North East,17.36179921773142,0.9721830985915493,0.43393120012396375,0.014759432865886728,Mixed/School Phase,0
Mizoram,Champhai,805.0,269.0,91.0,576.0,5893.0,11652.0,4316.0,1165.0,22437.0,23602.0,19.24271012006861,0.07804459691252144,0.3337468982630273,2.958335510992597,North East,20.194107452339686,0.7322701051917204,0.4325480891449877,0.0341072790441488,Mixed/School Phase,1
Mizoram,Hnahthial,2.0,0.0,0.0,4.0,43.0,10.0,7.0,2.0,64.0,66.0,21.333333333333332,0.0,0.0,0.0,North East,2.0,0.1590909090909091,0.7575757575757576,0.030303030303030304,Mature (Adult Maint.),0
Mizoram,Khawzawl,5.0,7.0,24.0,8.0,27.0,6.0,2.0,36.0,43.0,79.0,1.162162162162162,0.6486486486486487,1.1666666666666667,1.084072725979985,North East,0.6666666666666666,0.07142857142857142,0.3670886075949367,0.06329113924050633,Mixed/School Phase,2
Mizoram,Kolasib,189.0,51.0,35.0,678.0,3189.0,8032.0,2899.0,275.0,14798.0,15073.0,53.61594202898551,0.12681159420289856,0.26842105263157895,2.9380827347686056,North East,11.829160530191459,0.9087774294670846,0.4039010150600411,0.012538976978703643,Mixed/School Phase,1
Mizoram,Lawngtlai,1164.0,381.0,97.0,391.0,4004.0,8990.0,4440.0,1642.0,17825.0,19467.0,10.849056603773585,0.05903834449178332,0.32703862660944205,2.08273054944372,North East,22.933673469387756,1.1086142322097379,0.43375969589561825,0.05979349668670057,Mixed/School Phase,1
Mizoram,Lunglei,541.0,116.0,69.0,1087.0,6236.0,10249.0,5040.0,726.0,22612.0,23338.0,31.103163686382395,0.09491059147180192,0.2140221402214022,3.036084479798772,North East,9.420036764705882,0.8080808080808081,0.48316051075499183,0.023181078070100267,Mixed/School Phase,1
Mizoram,Mamit,212.0,35.0,3.0,365.0,2080.0,10550.0,3022.0,250.0,16017.0,16267.0,63.81274900398407,0.01195219123505976,0.1643192488262911,1.4561883203638413,North East,28.825136612021858,1.4521864488226814,0.31364111391160016,0.013032519825413414,Mixed/School Phase,0
Mizoram,Saiha,374.0,181.0,102.0,215.0,1636.0,4477.0,1279.0,657.0,7607.0,8264.0,11.560790273556231,0.15501519756838905,0.4826666666666667,3.3541340039361742,North East,20.72685185185185,0.7813072693952352,0.3527347531461762,0.04525653436592449,Mixed/School Phase,1
Mizoram,Saitual,2.0,3.0,7.0,8.0,119.0,37.0,40.0,12.0,204.0,216.0,15.692307692307692,0.5384615384615384,1.0,1.089577198961612,North East,4.111111111111111,0.3333333333333333,0.7361111111111112,0.009259259259259259,Mature (Adult Maint.),2
Mizoram,Serchhip,80.0,16.0,6.0,437.0,2018.0,4895.0,2709.0,102.0,10059.0,10161.0,97.66019417475728,0.05825242718446602,0.19753086419753085,1.1810469062961872,North East,11.17579908675799,1.3417533432392272,0.46521011711445726,0.007873240822753666,Mixed/School Phase,0
Nagaland,Chumukedima,37.0,97.0,50.0,254.0,1583.0,245.0,406.0,184.0,2488.0,2672.0,13.448648648648648,0.2702702702702703,2.5526315789473686,3.6802864487739457,North East,0.9607843137254902,0.2563131313131313,0.7443862275449101,0.013847305389221557,Mature (Adult Maint.),2
Nagaland,Dimapur,1118.0,1802.0,276.0,817.0,7398.0,9331.0,15892.0,3196.0,33438.0,36634.0,10.459180481701596,0.08633093525179857,1.610366398570152,3.298184826612604,North East,11.407090464547677,2.1478578186241384,0.6357482120434569,0.030518097941802696,Mature (Adult Maint.),1
Nagaland,Kiphire,163.0,693.0,52.0,261.0,1697.0,1576.0,2734.0,908.0,6268.0,7176.0,6.895489548954895,0.05720572057205721,4.225609756097561,2.8457995819836097,North East,6.015267175572519,1.6101295641931683,0.6174749163879598,0.022714604236343368,Mature (Adult Maint.),1
Nagaland,Kohima,562.0,952.0,107.0,276.0,3032.0,3226.0,10727.0,1621.0,17261.0,18882.0,10.641800246609124,0.0659679408138101,1.6909413854351687,3.527158376021656,North East,11.646209386281589,3.5367622815694033,0.7286834021819723,0.02976379620802881,Mature (Adult Maint.),1
Nagaland,Longleng,205.0,636.0,48.0,132.0,688.0,671.0,2003.0,889.0,3494.0,4383.0,3.9258426966292137,0.05393258426966292,3.087378640776699,4.164936718190679,North East,5.045112781954887,2.90711175616836,0.6139630390143738,0.04677161761350673,Mature (Adult Maint.),1
Nagaland,Meluri,2.0,13.0,2.0,8.0,88.0,160.0,705.0,17.0,961.0,978.0,53.388888888888886,0.1111111111111111,4.333333333333333,0.7608478625733972,North East,17.77777777777778,7.921348314606742,0.810838445807771,0.002044989775051125,Mature (Adult Maint.),0
Nagaland,Mokokchung,132.0,315.0,43.0,189.0,2507.0,2120.0,6425.0,490.0,11241.0,11731.0,22.894093686354378,0.08757637474541752,2.3684210526315788,3.349576303943503,North East,11.157894736842104,2.5618022328548644,0.7614014150541301,0.011252237660898475,Mature (Adult Maint.),1
Nagaland,Mon,618.0,1434.0,171.0,837.0,3825.0,5267.0,8777.0,2223.0,18706.0,20929.0,8.410971223021583,0.07688848920863309,2.3166397415185784,4.073971437161908,North East,6.285202863961814,2.2940407736539465,0.602131014381958,0.029528405561660854,Mature (Adult Maint.),1
Nagaland,Niuland,14.0,15.0,2.0,57.0,316.0,110.0,175.0,31.0,658.0,689.0,20.5625,0.0625,1.0,1.0555546780111906,North East,1.896551724137931,0.5520504731861199,0.7126269956458636,0.020319303338171262,Mature (Adult Maint.),0
Nagaland,Noklak,70.0,246.0,38.0,62.0,385.0,227.0,520.0,354.0,1194.0,1548.0,3.363380281690141,0.10704225352112676,3.464788732394366,1.9115124069506109,North East,3.6031746031746033,1.3471502590673574,0.584625322997416,0.04521963824289406,Mature (Adult Maint.),1
Nagaland,Peren,511.0,843.0,100.0,391.0,1413.0,1819.0,2765.0,1454.0,6388.0,7842.0,4.390378006872853,0.06872852233676977,1.646484375,3.692979965685281,North East,4.64030612244898,1.9554455445544554,0.5327722519765365,0.06516194848252997,Mature (Adult Maint.),1
Nagaland,Phek,309.0,695.0,39.0,155.0,1313.0,1620.0,7138.0,1043.0,10226.0,11269.0,9.795019157088122,0.03735632183908046,2.2419354838709675,3.0717844450311347,North East,10.384615384615385,5.432267884322679,0.7499334457360901,0.027420356730854557,Mature (Adult Maint.),1
Nagaland,Shamator,3.0,221.0,23.0,51.0,382.0,36.0,134.0,247.0,603.0,850.0,2.431451612903226,0.09274193548387097,55.25,1.4752693264467214,North East,0.6923076923076923,0.34986945169712796,0.6070588235294118,0.0035294117647058825,Mature (Adult Maint.),3
